"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 20 17:14:01 UTC 2026","Mon Apr 20 17:14:15 UTC 2026","14154","Surefire suite","Surefire test","com.automation.api.tests.LoginTest","com.automation.api.tests.LoginTest","login_happyPath","login_happyPath",""
